"key","message","comment","context"
"Additional Partner/Contacts","Ulteriori partner/contatti",,
"Additional leads","Cavi supplementari",,
"Allow the editing of the targets",,,
"An event will be generated by target, are you sure you want to continue ?","Un evento sarà generato dal bersaglio, sei sicuro di voler continuare?",,
"Assign to",,,
"Assigned to","Assegnato a",,
"Attendee","Partecipante",,
"Attendees","Partecipanti",,
"Batchs",,,
"Both","Entrambi",,
"Campaign","Campagna",,
"Campaign Type","Tipo di campagna",,
"Campaign reminders",,,
"Campaign type","Tipo di campagna",,
"Campaign types","Tipi di campagna",,
"Campaigns","Campagne",,
"Cancel","Annulla",,
"Clear Selection",,,
"Configuration","Configurazione",,
"Contact","Contatto",,
"Contact/Partner reminder template",,,
"Contact/Partners template","Modello di contatto/partner",,
"Days",,,
"Draft","Bozza",,
"Duration","Durata",,
"Duration type",,,
"Email",,,
"Email Account","Account e-mail",,
"Email sending log","Log di invio e-mail",,
"Emailing","Invio di e-mail",,
"Emailing report","Rapporto via e-mail",,
"Emails sent successfully","Email inviate con successo",,
"End","Fine",,
"Ended","Terminato",,
"Enrolled",,,
"Error in sending an email to the following targets","Errore nell'invio di un'e-mail ai seguenti obiettivi",,
"Error in sending emails. Please check the log file generated.","Errore nell'invio di e-mail. Controllare il file di log generato.",,
"Event Type","Tipo di evento",,
"Event end",,,
"Event start",,,
"Event type","Tipo di evento",,
"Events","Eventi",,
"Fiscal position",,,
"Generate Events","Generare eventi",,
"Generate Targets","Generare gli obiettivi",,
"Generate event to the team and salesman in charge of the partner/leads","Generare l'evento al team e al venditore responsabile del partner/leader",,
"Generated emails",,,
"Guided","Guidati",,
"Hours",,,
"Informations","Informazioni",,
"Invite all targets",,,
"Invite selected targets",,,
"Invited",,,
"Launch emailing","Avviare l'invio di e-mail",,
"Lead","Piombo",,
"Lead Query","Domanda sul piombo",,
"Lead filters","Filtri al piombo",,
"Lead reminder template",,,
"Leads","Piombi",,
"Leads Target List","Elenco degli obiettivi dei conduttori",,
"Leads template","Modello dei conduttori",,
"Manage an event per target","Gestire un evento per target",,
"Manage attendees","Gestire i partecipanti",,
"Manual","Manuale",,
"Marketing","Marketing",,
"Marketing Campaigns","Campagne di marketing",,
"Minutes",,,
"Name","Nome",,
"Not participating",,,
"Open filtered leads","Cavi aperti e filtrati",,
"Open filtered partners","Partner aperti e filtrati",,
"Open planned events","Eventi aperti in programma",,
"Participate",,,
"Partner","Partner",,
"Partner Query","Domande dei partner",,
"Partner filters","Filtri partner",,
"Partner/Contacts Target List","Elenco degli obiettivi dei partner/contatti",,
"Partners","Partner",,
"Past events","Eventi passati",,
"Plan","Piano",,
"Planned","Pianificato",,
"Planned events","Eventi pianificati",,
"Please add atleast one invited Partner or Lead.",,,
"Please select at least one template","Selezionare almeno un modello",,
"Please select target","Selezionare il target",,
"Presence",,,
"Present at the event",,,
"Related to","Relativo a",,
"Related to select","Relativo alla selezione",,
"Reminded",,,
"Reminders",,,
"Report","Segnala",,
"Results","Risultati",,
"Select Query type","Selezionare il tipo di domanda",,
"Select target field",,,
"Select type","Selezionare il tipo",,
"Send a reminder",,,
"Sequence","Sequenza",,
"Stage","Fase",,
"Start","Inizio",,
"Start date time","Data d'inizio",,
"Started","Iniziato",,
"Subject","Oggetto",,
"Suspend","Sospensione",,
"Suspended","Sospeso",,
"Target List","Elenco degli obiettivi",,
"Target Model","Modello target",,
"Target list","Elenco degli obiettivi",,
"Target lists","Liste di destinazione",,
"Targets","Obiettivi",,
"Targets to contact","Obiettivi da contattare",,
"Team","Squadra",,
"Template","Modello",,
"Tools","Strumenti",,
"Type",,,
"Weeks",,,
"value:Marketing Management","valore:Marketing Management",,
