"key","message","comment","context"
"Additional Partner/Contacts","Zusätzliche Partner/Kontakte",,
"Additional leads","Zusätzliche Leitungen",,
"An event will be generated by target, are you sure you want to continue ?","Ein Event wird vom Ziel generiert, sind Sie sicher, dass Sie fortfahren wollen?",,
"Assigned to","Zugeordnet zu",,
"Attendee","Teilnehmer",,
"Attendees","Teilnehmer",,
"Both","Beide",,
"Campaign","Kampagne",,
"Campaign Type","Kampagnenart",,
"Campaign type","Kampagnenart",,
"Campaign types","Kampagnenarten",,
"Campaigns","Kampagnen",,
"Cancel","Abbrechen",,
"Configuration","Konfiguration",,
"Contact","Kontakt",,
"Contact/Partners template","Kontakt/Partner Vorlage",,
"Draft","Entwurf",,
"Duration","Dauer",,
"Email Account","E-Mail-Konto",,
"Email sending log","E-Mail-Sendeprotokoll",,
"Emailing","Emailing",,
"Emailing report","E-Mail-Bericht",,
"Emails sent successfully","E-Mails erfolgreich versendet",,
"End","Ende",,
"Ended","Beendet",,
"Error in sending an email to the following targets","Fehler beim Senden einer E-Mail an folgende Ziele",,
"Error in sending emails. Please check the log file generated.","Fehler beim Senden von E-Mails. Bitte überprüfen Sie die erzeugte Protokolldatei.",,
"Event Type","Ereignistyp",,
"Event type","Ereignistyp",,
"Events","Events",,
"Generate Events","Ereignisse generieren",,
"Generate Targets","Ziele generieren",,
"Generate event to the team and salesman in charge of the partner/leads","Generierung von Events für das Team und den Verkäufer, der für die Partner/Leads verantwortlich ist.",,
"Guided","Geführt",,
"Informations","Informationen",,
"Launch emailing","Starten Sie das E-Mailing",,
"Lead","Leitung",,
"Lead Query","Lead-Abfrage",,
"Lead filters","Leitungsfilter",,
"Leads","Leads",,
"Leads Target List","Führt die Zielliste an",,
"Leads template","Leads-Vorlage",,
"Manage an event per target","Verwalten eines Events pro Ziel",,
"Manage attendees","Teilnehmer verwalten",,
"Manual","Handbuch",,
"Marketing","Marketing",,
"Marketing Campaigns","Marketingkampagnen",,
"Name","Name",,
"Open filtered leads","Offene gefilterte Leitungen",,
"Open filtered partners","Offene gefilterte Partner",,
"Open planned events","Offene geplante Veranstaltungen",,
"Participation","Teilnahme",,
"Partner","Partner",,
"Partner Query","Partnerabfrage",,
"Partner filters","Partnerfilter",,
"Partner/Contacts Target List","Partner/Kontakte Zielliste",,
"Partners","Partner",,
"Past events","Vergangene Ereignisse",,
"Plan","Planen",,
"Planned","Geplant",,
"Planned events","Geplante Ereignisse",,
"Please select at least one template","Bitte wählen Sie mindestens eine Vorlage aus",,
"Please select target","Bitte wählen Sie ein Ziel",,
"Related to","In Bezug auf",,
"Related to select","Bezogen auf die Auswahl",,
"Report","Bericht",,
"Results","Ergebnisse",,
"Select Query type","Wählen Sie den Abfragetyp",,
"Select type","Wählen Sie den Typ",,
"Sequence","Sequenz",,
"Stage","Stufe",,
"Start","Start",,
"Start date time","Startdatum Uhrzeit",,
"Started","Gestartet",,
"Subject","Betreff",,
"Suspend","Suspendieren",,
"Suspended","Suspendiert",,
"Target List","Zielliste",,
"Target Model","Zielmodell",,
"Target list","Zielliste",,
"Target lists","Ziellisten",,
"Targets","Ziele",,
"Targets to contact","Ziele der Kontaktaufnahme",,
"Team","Team",,
"Template","Vorlage",,
"Tools","Werkzeuge",,
"value:Marketing Management","Wert: Marketing Management",,
