"key","message","comment","context"
"%d expense treated successfully,","%d kosten die met succes zijn behandeld,.",,
"%d expenses treated successfully,","%d uitgaven die met succes zijn behandeld,.",,
"+33000000000",,,
"+33100000000",,,
"+33600000000",,,
"<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />","<a class='fa fa-facebook' href='http://www.facebook.com' target='_blank' />",,
"<a class='fa fa-google-plus' href='http://www.google.com' target='_blank' />","<a class='fa fa-google-plus' href='http://www.google.com' target='_blank' />",,
"<a class='fa fa-linkedin' href='http://www.linkedin.com' target='_blank' />","<a class='fa-linkedin' href='http://www.linkedin.com' target='_blank' />",,
"<a class='fa fa-twitter' href='http://www.twitter.com' target='_blank' />","<a class='fa-twitter' href='http://www.twitter.com' target='_blank' />",,
"<a class='fa fa-youtube' href='http://www.youtube.com' target='_blank' />","<a class='fa fa-youtube' href='http://www.youtube.com' target='_blank' />",,
"Account information","Account informatie",,
"Accounting","Boekhouding",,
"Acquired","Verworven",,
"Action","Actie",,
"Actions","Acties",,
"Active","Actief",,
"Activity","Activiteit",,
"Add a line","Een regel toevoegen",,
"Add an advance","Voeg een voorschot toe",,
"Add lines","Lijnen toevoegen",,
"Advance","Vooruitgang",,
"Advance management","Voorafgaand beheer",,
"Afternoon","Namiddag",,
"All my Expenses","Al mijn uitgaven",,
"All my Leave Requests","Al mijn verlofaanvragen",,
"All my Timesheets","Al mijn urenstaten",,
"All my extra hours","Al mijn extra uren",,
"All timesheets","Alle urenstaten",,
"Allow Injection","Injectie toestaan",,
"Allow Negative Value for Leaves","Negatieve waarde voor bladeren toestaan",,
"Allow Negative Value for leaves","Negatieve waarde voor bladeren toestaan",,
"Allow expense creation","Sta uitgavencreatie toe",,
"Allow negative values for employee leaves","Negatieve waarden voor werknemersverlof toestaan",,
"Also export already exported payroll preparations","Ook exporteren al geëxporteerd salarisadministratie voorbereidingen",,
"Amendment","Wijziging",,
"Amendment Date","Wijziging Datum",,
"Amendment type","Soort wijziging",,
"Amount","Bedrag",,
"Analytic distribution","Analytische distributie",,
"Analytic distribution lines","Analytische distributielijnen",,
"Analytic distribution template","Sjabloon voor de analytische distributie",,
"Annual expenses report","Jaarverslag over de uitgaven",,
"Annual gross salary","Bruto jaarsalaris",,
"Annual report","Jaarverslag",,
"Anomaly","Anomalie",,
"App Expense","App Uitgave",,
"App Leave","App Verlof",,
"App Timesheet","App Timesheet",,
"Application condition","Toepassingsvoorwaarde",,
"Are you sure wants to remove selected lines?","Weet u zeker dat u geselecteerde lijnen wilt verwijderen?",,
